id_event,clock_time,details,number_of_shots_fired,time_day,type_of_gun
1906,9 a.m.,tree stand,a bullet,morning,.308 caliber rifle
1907,3 a.m,3400 block of Portia Street ,,morning,
1908,11:30,31 Tunxis Lane,,a.m,
1909,,"Clackamas County Trails Apartment complex, 10425 S.E. Cook Street near Milwaukie",single,night,
1910,8:55 a.m,416 Waverly Ave,,morning,
1911,,Leghorn Street,,night,
1912,11 a.m.,500 block of Arbor Vitae Street near Osage Avenue,,,
1913,8:30 p.m.,Jefferson Street,, 8:30 p.m. ,handgun
1914,,motel ,,early ,
1915,3,3400 block of Portia Street,gunshots,a.m.,
1916,11:15,between Kratzville Road and Fulton Parkway ,,night,
1917,,near Loop 1604 and Culebra Road ,,around noon,
1918,, Southside High School,,,
1919,12:30 a.m.,800 block of Meadowbrook Court,,morning,
1920,,near his property in Pickens County,,,pistol
1921,,8200 block of Northwest 10th Street,,midday,pistol
1922,,,,,
1923,2:42 a.m.,200 block of South Lockwood Avenue,shot the man in the abdomen,,
1924, 3:15 p.m,6200 block of South Evans Avenue,abdomen and leg,afternoon,
1925,5:53,6500 block of South Green Street ,, p.m,
1926, 11:30 p.m, 2200 block of West Division Street ,, night,
1927,,"Top Gun Shooting Sports, 22050 Pennsylvania Road near Racho",,night,
1928,8:30 p.m,0-100 block of West 31st Street,,night,
1929,8:30 p.m,7100 block of South Morgan Street,,night,
1930,2:40 p.m.,his home in the 9400 block of Townline Road,a round,afternoon,Remington 870 shotgun
1931,,CVS at the corner of Tara Boulevard and Tara Road,two more times,,
1932,,,,,
1933,12:30 p.m,7200 block of South Paulina Street ,,afternoon,
1934,8:22 p.m,10600 block of South Sangamon Avenue,,,
1935,,I-75 and heading south,,night ,
1936,9:20,2900 block of South Shields Avenue,,p.m,
1937,7:20 p.m.,4600 block of West Huron Street in Garfield Park,,night,
1938,12:30, the Royal Inn in the 1800 block of Interstate 70 Drive Southwest,,afternoon ,
1939, 9:20 p.m,along the road,shot them several times,,
1940,8,300 block of Marcum Terrace.,, evening,
1941,8 p.m.,300 block of Marcum Terrace,,,
1942,,22050 Pennsylvania Road near Racho.,,night,
1943,4:40 p.m,Hollers Avenue ,,,
1944,10:55 a.m.,corner of Oakdale Avenue and Halsted Street,,,
1945,,East and West Road,,,Glock
1946,1:30 a.m., 1800 block of Willow,,,
1947,,,,,Glock pistol
1948, 2 p.m.,400 block of Busti Avenue,,,
1949,,,,,
1950,12:40 a.m.,Saint Herman Harbor,,,
1951,,Griffin Lane,,night,
1952,,Griffin Lane,,night,
1953,2:13 a.m.,100 block of Stonewall Court,,morning,
1954,8:18 p.m,,,,
1955,5:15 p.m., the intersection of Martin Drive and Whispering Pines Road,,night,
1956,2 a.m.,200 block of 36th Street,,early morning,
1957,,vicinity of Seventh Avenue and 121 Street ,,,.38 caliber Derringer pistol 
1958,,,,,
1959,,2200 block of Cudaback Avenue,a bullet ,afternoon,a handgun 
1960,10:00,1500 block of 13th Street,,p.m. ,
1961,6:18 p.m.,Kmart off Hershberger Road,,evening,
1962,4:35 p.m,,,,
1963,8:30 a.m. , in their house,,,.22-caliber
1964,9 p.m. ,Creekside Drive at the Jordan Creek Ball Field,,,
1965,,home on Mueller Road,several,,hunting rifle
1966,,5800 block of Poplar Avenue,,,.9mm semi-automatic handgun
1967,8 a.m,between Manton and Chalkstone Avenues ,,morning,
1968,10:30 p.m,trailer park,a shot,night ,shotgun
1969,1:15 p.m,Broadway and Woltz Avenue,,,
1970,,Willow Heights Road in South Fallsburg,,,shotgun
1971, 9 p.m,in Fulton's Carver Park,,night ,
1972,,Bill Street,,morning,
1973,2:30 p.m,,,,
1974,3:25 a.m,600 block of North Street,,,
1975,12:15 p.m.,Wal-mart Supercenter parking lot,,,
1976,1:23 a.m.,parking lot of Adam T's Restaurant on S. Ridge Street,,early ,
1977,2:20 p.m., on Mulberry Street in the city\u2019s Fruit Belt section. ,,,
1978,,Mueller Road,several,,hunting rifle
1979,,1300 block of EAst 57th Street,,,
1980,,200 block of Hampshire Street,,,
1981,2 p.m. ,at a convenience store at 42nd and Andrews Highway in Odessa.,,afternoon,
1982, 8:07 a.m,,,,
1983,4:30 a.m.,Main Street outside the entrance of Jim\u2019s Steakout,,morning,
1984,10:59 a.m,333 Beach 32nd Street ,,,
1985,11:30 p.m.,inside the family home in northeastern Geneva Township,,,.22-caliber rifle
1986,3 p.m,,,afternoon,semi-automatic handgun
1987, 6:30,Smith Henson Road,,morning ,
1988,7:40pm,near apartments on Pennsylvania Avenue ,,,
1989,,,,,
1990,2:30,,several,afternoon,
1991,,,one,,.22 caliber rifle
1992,six o'clock, Johnson Inn, shot once ,night,
1993,8 p.m.,200 block of Westwood Avenue ,multiple rounds,,
1994,4:20 a.m.,1100 block of East Nebraska Avenue,one,morning,
1995,2:25 a.m,"Hard Times bar, 25 S. 7th St.",,a.m.,
1996,1:45 a.m.,1900 block of North Main Street,,,
1997, 3:30 p.m.,"1000 block of Harrison Avenue,", hit once,,9mm handgun
1998,,Elsmere Street near Witt Avenue on the southwest side of the city.,,night,
1999,2:15 a.m.,Rice Street west of Clinton Avenue,,early morning,
2000,,Huber Heights,,,
2001,3 a.m.,0-100 block of Devonshire Avenue,,,
2002,3:40 p.m,Montgomery Avenue near the Grayhill Apartments. ,,afternoon,
2003,12:30 a.m,,,,
2004,4:02 a.m,700 block of Wheaton Street,,,
2005,2:55 p.m,Old Houston Road and Pioneer Trail,shot multiple times ,,shotgun
2006,3:30 am, Jackie Robinson Parkway,,,
2007,,Elsmere Street near Witt Avenue on the southwest side of the city,,night,
2008,12:30 p.m.,300 block of North 20th Street,,,
2009,,inside Downriver Gymnastics,,,
2010, 10:30 p.m,"Gina\u2019s Liquor and Drive-Thru, 2229 Germantown Pike",,,
2011,,,,,
2012,,475 N. Wickcliffe Road,,,
2013, 10 p.m, 1200 Brown St. in Dayton,a shot , p.m,black handgun
2014,,a block away from an elementary school,,afternoon,
2015,12:15 a.m,4000 block of Vina Villa Avenue off North Gettysburg Avenue.,,early today,
2016,3:15 a.,13 Florette Drive W.,Several,,pisto
2017,7:31 p.m., 700 block of Louis Place,,,
2018,9:40 p.m.,600 block of South Second Street,,night,revolver
2019, 5 p.m,at the Circle K on North Main Street ,,,
2020,1 a.m., in the 900 block of North Upland Avenue.,,overnight,
2021,,near the intersection of Lenox and Dallas streets,,,
2022,3:40 p.m,Montgomery Avenue near the Grayhill Apartments,riddled,afternoon,
2023,,Nazareth Restaurant on North Hamilton Road,,tonight ,
2024, 1 a.m,101 Cherokee St,,,
2025,,674 Old Summerville Road,,,
2026,2:30 a.m.,area of Northeast 102 and Northeast Prescott,two shots,,
2027,1:12 a.m,the intersection of Jones and Thompson Street,,,
2028,9:44 p.m,,,,
2029,,,Both deputies shot ,,
2030,10 p.m.,,,,
2031,before 6 p.m. ,00 block of North Vanderhurst Avenue,,,
2032,2:00 a.m.,Avenue 70 and Polk street,,morning,
2033,,hunting trip between Plains and Paradise.,gun went off,,rile
2034,4:30 a.m,near 27th Avenue and Indian Schoo,,,
2035,3 p.m,"in front of 1108 Stratford Ave. in the 43rd Precinct,",,daylight,
2036,8:18 p.m,East 166th Street and College Avenue ,,,
2037,1:40 a.m.,200 block of North Miami Street,,morning,
2038,,755 Fenimore St. near Troy Avenue,five,early morning hours,.40 caliber
2039,10:20 p.m.,entered 1065 Lafayette Ave,,evening,
2040,10 p.m. ,"corner of Brooklyn Avenue and Park Place, ",,Wednesday night,
2041,10 p.m,outside 294 Audubon Ave,a gunshot ,night,
2042,1:57 p.m.,1100 block of North Monticello Avenue,multiple,,
2043,,,,,
2044,1:45 a.m,3000 block of North Drake Avenue,,morning,
2045,8 p.m.,7900 block of South Ellis Avenue,,evening,
2046,10:40 a.m.,3900 block of West Division Street,,morning,
2047, 9:45 p.m,in the residence in the 4500 block of West Deming Place,,night,
2048,,,,,
2049, 8:30 a.m,"200 block of South Queen Street,",,,
2050,9 p.m,Libby Lake Park on the 500-block of Calle Montecito,,,
2051,1 p.m,,,,
2052,,apartment complex ,,morning,
2053,,North Fargo,,night,
2054,noon,Boulevard at Box Hill,,lunchtime,
2055,5 p.m,at the intersection of Edwards Street and Aycock Street,,p.m.,
2056,2:50 p.m,near the intersection of Rural Hill Road and Bridge Crest Drive,, afternoon.,
2057,,,,morning,
2058,,,,,
2059,, 1000 block of Maury Street near Vollintine Avenue,,midnight,
2060, 7:48 pm,RICHMOND COUNTY,,,
2061,10.45pm,South Belfast,,night,
2062,1:20 a.m,,,a.m,
2063,,the trunk of his own car,10 times ,night,
2064, 1 a.m.,Broadway and Reichling Lane,,early,
2065,,,shot three times,,handgun
2066,10 p.m,Nugget,,,
2067,7:20 p.m,Grover Street from 56th to 54th streets,,night ,
2068, 10:50 p.m, Highwater Road,,,
2069,9:30,Cedar Valley Townhouses on the SW side,,night ,
2070,8:30 a.m.,1400 block of North Kildare avenue,, morning,
2071,,,opened fire ,night,
2072,5:10 a.m,1100 block of 26th Avenue ,,morning,
2073,,Leah Drive residence off Quacco Road,,afternoon,
2074,2:45 a.m,outside the King of Diamonds gentlemen's club ,,morning,
2075,2:30 am,front porch,,,shotgun
2076,4:20 a.m,Homer,multiple times ,,shotgun
2077,,,,,
2078,,under a gazebo on Port Authority property,shots were fired by multiple Port Authority police officers,afternoon,
2079,5:00,home,,morning,handgun and rifle
2080,,Elkhart nightclub ,40,morning,
2081,11.30am,Trigg Jewellers,,morning,
2082,,,,,
2083,2:15 p.m.,Maple and Locust streets,,,
2084,6 p.m.,700 block of South California Avenue in East Garfield Park,,,
2085,10:30 a.m,,,morning, Beretta semi-automatic handgun
2086,4 a.m,lobby of a North Hills apartment building,,early,
2087, 7:52 p.m, 5200 block of South Drexel Avenue,, p.m. ,
2088,8 p.m,,,,
2089, 5:15 p.m,3315 Harrison Avenue,,evening,
2090,7 p.m,800 block of Linda Lane,,,
2091,3 p.m,South 4th Street and Avenue H,,afternoon ,
2092,6:40 p.m, Hyland Drive in Lockport,,Thursday evening,shotgun 
2093,,312 Weant Blvd,At least two cracks,,beanbag-like rounds being shot at the suspect
2094,,,,,
2095, 7:55 a.m.,3900 block of Glen Way,once,,
2096,1:00 p.m.,a residence,,,
2097,7:35 p.m,1100 block of Parker Street,,night,
2098,11 p.m.,at Surrey Memorial Hospital,,night ,
2099,,1907 Riverside Parkway,,,
2100,8:30 p.m.,Nugget,,,
2101,12:25 a.m.,six blocks east of the police station,,,
2102,2:13 a.m.,1200 block of Keystone Avenue, 50 and probably closer to 100 rounds,morning,
2103,noon ,38th St. and Pinewood Ave.,,afternoon,
2104,,a parking lot near the Walmart Neighborhood on Desiard Street,shot,,a handgun
2105,,the Pennzoil 10-Minute Oil Change in north Medford,,,
2106,8:30 p.m.,commuter parking lot,,night,
2107,6 p.m.,1100 block of East 4th Street,,,
2108, 5pm,the corner of Fifth Street,,evening,
2109,5:30 p.m.,"662 Hwy 93 North, just north of Salmon on the \u201cBig Flat,\u201d",,,
2110,2:17 p.m.,the Highway 33-Rutland Road 7-Eleven,a gunshot,,
2111,, Bojangles on East Butler Road near Interstate 38,,,
2112,6:00pm,Church\u2019s Chicken ,,evening ,
2113,,The house in the 1800 block of SE 194th Avenue, At least 5 bullets were fired,early Monday morning,
2114,5:30 p.m.,"just north of Salmon on the \u201cBig Flat,\u201d",,,
2115,,1900 block of Lorick Street,,,
2116,,,,morning,
2117,,,,,
2118,,Loudoun County,a s, night,
2119,8:39 p.m, Ambassador Park in the village of Fort Recovery in southwestern Mercer County,,night ,a small caliber firearm
2120,,9553 Old Pacific Highway,,afternoon,
2121,11.30am,Trigg Jewellers in Cavendish Square ,several ,morning,
2122,,,,Saturday night,
2123,,6th and Georgia,,morning,pistol 
2124,1:30 a.m,Las PalmasTequila Bar,,,
2125,,a Punchbowl street. \u200bThe couple were in their car,,,
2126,2:00 ,Holiday Inn on North Frontage Rd,,morning,
2127,1:30 a.m,Reston Hospital Center ,twice,,
2128,8:30 a.m.,in her car in the 100 block of Washington Boulevard,,,
2129,,,,,
2130,1:30 p.m,Colchester Drive in Knightdale,,,
2131, 11:30 p.m,Chitchat Rental Hall,multiple times,,
2132,,,,,
2133,,between the 1500 to 1900 block of E. 12th Street ,,midnight,
2134,9:10 p.m.,alley behind St. Nicholas Avenue,,night,
2135,11.15pm,pan parlour on Dhal Road,,late night,
2136,before 1pm,,,,
2137,,Anakie Rd at Bell Post Hill ,,night ,
2138,3 p.m.,North 30th Street ,,,
2139,3:30 a.m,,,Wednesday,
2140,2:30 a.m.,the 200 block of Knight Avenue,a shot,,
2141, 9:50 p.m. ,,,Saturday night,
2142,9:30 p.m.,Butler Boulevard restaurant near Interstate 95 ,single ,,
2143,1:30 p.m.,near Highway and Cliff streets,a single shot,,a firearm
2144,1:40 a.m,Classic Lounge at Nebraska Avenue and North University Avenue ,,early today,
2145,,Atka Court,,,pistol
2146,9 a.m. ,Vehicle Engineering Center on Van Dyke,,,
2147,,aboriginal community southeast of Val d\u2019Or,,night,
2148,shortly after 1 a.m.,clubhouse of Indigo Lakes Golf Club,,,
2149,8:39 p.m,Ambassador Park,,night ,small caliber firearm
2150,,3600 block of Holland Road,,night,
2151,,"Crown Pointe, IN",,,
2152,7:02 ,308 9th Ave. N,,night,
2153,,at Independence High School,,,
2154,,parking lot of Walmart at the Waiakea Shopping Center,,,
2155,,heading towards the university.,,,
2156,7:30 ,Popeye\u2019s Chicken near Scott and Conti Streets,,,
2157,,,,evening,
2158,4:30 a.m,,,,
2159,,a neighborhood,,early Saturday morning,
2160,,Bath Shaw\u2019s Supermarket,,,9 mm Taurus handgun
2161,3 a.m,near 6400 W. Mulberry Drive,,,
2162,12:30 ,4000 block of Morris Street,,early morning,
2163,,,,,
2164,3:19 a.m,,,,
2165,9:15,intersection of Northwest Boulevard and Rockford ,,p.m. ,
2166,5:15, inside his home,,,
2167,4:30 a.m.,a home,several,,
2168,12:30 a.m.,4000 block of Morris Street,,early morning ,
2169,shortly after 8 p.m.,Taco Bell at 2031 SW Campus Drive,reports of gunfire ,night,
2170,,Adair Manor apartments ,,night,
2171,3:30 pm, 1910 West Boulevard,,3:30 pm ,air gun
2172,,Bullets and Burgers ,,,automatic Uzi
2173,,Pines Mall,,night,
2174, 10:30 p.m.,East Fifth Street,,,
2175,,near McQueen and Frye roads,,,
2176,,inside the El Palacio Supermarket at 500 S.W. 10th Avenue,8 to 10 shots,morning,
2177,11:45 p.m.,1948 Cindysue St.,,evening,
2178,2 a.m. ,SE 23rd and SE Madison,,,
2179,3:15 ,,,a.m.,
2180,,,,,
2181,11 a.m,Northwest 190th Street and 39th Court,,,
2182,,,,,
2183,,,,,
2184,,,,,
2185,1:40 p.m.,Eighth Street ,,afternoon ,
2186,7:15 p.m,"5200 block of Winding Way, near Midway and Meridian Roads",,,
2187,5:15 p.m,,,evening,
2188,9 p.m.,1800 block of Summitt Avenue,,9 p.m.,
2189,,,,morning,
2190,3 a.m,,,,
2191,2:15 a.m,Oregon District ,,2:15 a.m,
2192,6 p.m,five miles away,couple of shots ,night,
2193,6 p.m,3300 block of Avenue F,,night ,
2194,,Dude's Trailer Park off U. S. Highway 190,three ,,
2195,12.10pm,Whitfield Street,once,,firearm
2196,,Pathankot airbase ,,morning,
2197,2:10 p.m.,Bruyn Street ,,daytime,
2198,,,,,
2199, 7:38 p.m.,1000 block of Sixth Street East,,,
2200,7:20 p.m,300 block of South Campbell ,,night,
2201,, at their home on Deerwood Road,,morning,Lady Smith & Wesson
2202,about 2 a.m.,a house on Hazel Street,,,pellet gun
2203,10:35 a.m,Laredo and Stanwood streets,,,
2204,,,,,
2205,,700 block of Tanglewood Drive in the Pine Crest Mobile Home Park,,evening,shotgun
2206,12:30 a.m.,the 4000 block of Morris Street,,,
2207,,an education department building,,,
2208,,supermarket parking lot in Bath,,,Taurus 9-mm G2
2209,,Independence High School,two loud shots ,,
2210,12:45 p.m,,,,
2211,8 p.m,Old Park Road,,Thursday night,
2212, 5:30 ,near Rockingham Police Station,,midday,
2213,,at an apartment complex ,,morning,
2214,1:30 p.m.,8200 block of Rugby Avenue,five more,afternoon,
2215,,their home,,,
2216,,,,,
2217,11:20 p.m,Liberty Avenue,,night,
2218,,New Westminster casino,,,
2219,12:45 p.m.,"120 Glen Charlie Road, Wareham",multiple,noon,
2220,around noon ,Boulevard at Box Hill off Route 924 ,,shortly before lunchtime ,
2221,5:30 p.m., 500 block of Evelyn Avenue,,,
2222,,,,,
2223, 10:49 p.m, Augustana Lutheran Church,,,
2224,,700 block of Tanglewood Drive,an,evening,shotgun
2225,4 p.m,3600 block of East Nic Street,,,
2226,,Marion County,,,
2227,about 7 p.m. ,Woods Drive,,evening,.45-caliber semi-automatic handgun
2228,4:50 p.m,300 block of West Southern Avenue ,,evening ,
2229,,NW Atlanta street,second,,
2230,,Industries Road,,,
2231,,,gun went off ,,
2232,,,,,shotgun
2233,9:10 p.m, 2100 Scholarship,,,
2234,,suburban Albany house ,,,service handgun
2235,7:20 a.m.,1100 block of 26th Avenue,fired two shots,Thursday morning,
2236,3:20 p.m., roughly two miles from the Canadian border,,,
2237,,near Inkster Road and Annapolis Avenue,,,
2238,10:49 p.m.,outside of Augustana Lutheran Church on Midway Road, two gunshot,,
2239,11:46 a.m.,Abingdon,,afternoon,
2240, 10:14 p.m,17 Mill St,,,
2241,,,,Friday afternoon,
2242,,,,,
2243, 5 p.m,Cherokee Road,,evening,
2244,, End-O-Day Motel,,,
2245,,Independence High School,,morning,
2246,,Wareham home,multiple gunshot wounds,about noon,
2247,1 a.m,2243 Route 112 at the corner of Jamaica Avenue,three shots ,early Wednesday ,
2248,,Palm Beach County ,,,
2249,4:30 p.m,Fred\u2019s Gun Emporium,, afternoon,
2250,,,,,
2251,,"Ladd Avenue, near Lees Lane.",gunshots,,
2252,,Randall Street,,,
2253,,,,Wednesday morning,
2254,,2300 block of 15th Avenue,,afternoon,
2255,,,,,
2256,,81st Avenue West,,afternoon ,
2257,,cab ,no,,
2258,1:35 p.m.,6700 block of James Farmer Way,,,
2259,,104 Meadow Ridge Drive,twice,night ,high powered rifl
2260,10:35 p.m,"14700 block of Parthenia Street, just east of Cedros Avenue",,night,
2261,,on East Elliott Street,,early,
2262,10 am,E. 7th Street,,morning,
2263,,,,,
2264,,Nye\u2019s Trailer Park, three gunshot ,,
2265,, Gander Mountain store in the Millcreek Mall complex ,,,
2266,,,,evening ,
2267,,a home on Spaulding Lane,two rounds,,rifle 
2268,,Genoa Avenue South,he heard two gunshots,night,"the two passengers got out and were armed, the front passengers with a long gun and the other with a pistol."
2269,,,,morning,
2270,,the Gulf Express store,,early Monday morning,
2271,,backyard of a home on the 1100 block of East Routt Avenue,,night,
2272,,,,,
2273,,,,,
2274,,Club Rayne,,morning ,
2275,,,,,
2276,,,,,
2277,,,,,
2278,,1389 Pio Nono Avenue,shots ,,
2279,7:30 p.m,,,,
2280,,,,,
2281,,at his home,,,"45/.410 revolver, a 12 gauge shotgun, a .22 caliber rifle with scope, a .22 caliber stainless rifle, a .22 caliber rifle with scope and bipod, a third .22 caliber rifle, a .223 caliber rifle, a 9 mm handgun, a .40 caliber handgun"
2282,11:30 p.m,parking lot of a bar in the 30300 block of state Route 706 ,,,
2283,,the Travelodge in the 700 block of Diamond Jacks Blvd,,,
2284,7 a.m.,intersection of State Highway 274 and County Road 4044,,,
2285,,,16 ,, .22 Crosman Arms Co2 revolver
2286,3:15, Silver Beach Road,,afternoon,
2287,,busy intersection,,,
2288,,,,,.32 mm revolver
2289,,about a block from Roosevelt Elementary School,several gunshots,,
2290,,motel room,,,
2291,,Wells Fargo bank,,after business hours,handgun
2292, 1:30 a.m., Santa Clara Bar and Restaurant,, Bar and Restaurant,
2293,, a 1st Avenue warehouse,,,
2294,,,,,
2295,,,,,
2296,8:45 p.m.,North Capitol and M Streets,,night,
2297,10:42 PM,206 Custer Circle,received a gunshot wound to the arm and chest.,,
2298,5:10 a.m.,apartment.,,5:10 a.m,
2299,,near Blue Ridge Boulevard and 67th Street,,,
2300,3:30 a.m,400 block of 20th Street,,,pistol
2301,3:30 p.m,Rose Avenue,single,,
2302,5:47 p.m.,6300 block of Crafton Street,,,
2303,1 p.m.,Ginami Street ,,midmorning,
2304,,,,,
2305,,,,,
2306,6:30 p.m.,,,evening,
2307,,200 block of Lorenz Blvd.,,night,
2308,1:20 p.m.,inside a restaurant,,,
2309,,Porfirio's Pizza and Pasta,,night,gun
2310,3:30 a.m.,,,,
2311, 11 a.m,8600 Block of N. Spring Lake Road,,11 a.m,
2312,10 a.m. ,New Eastern Inn in the 200 block of E. Pulaski Highway,,,
2313,12:20 p.m.,1100 block of North 46th Street,,,
2314,1:45 a.m. ,Jollie's West bar on the 3800 block of Lancaster Avenue,,morning,
2315,11:50 p.m,alley,multiple ,,
2316,4:30 p.m.,Coming and Beaufain,,p.m.,
2317,6:55 p.m.,5 Freeway,shot,,
2318,6:30 p.m,Chester County.,Multiple gunshots,,
2319,2 p.m,500 block of West 4th Street ,,afternoon,
2320,11:30 p.m,Syracuse street,,,
2321,2:30 a.m,Pioneer Square,several,,
2322, 5:10 a.m,"Greeley Central High School,",two shots,7:20 a.m,
2323,8:08 p.m.,,,,
2324,11:45 p.m.,Trabue Drive in Farber,,,shotgun.
2325,,,,,
2326,,10700 block of Arno in South County ,,morning, 9mm
2327,,,,midnight ,
2328,,Macombs Road in Mount Hope,,Wednesday night,
2329, 9 a.m.,605 Freeway off-ramp at Firestone Boulevard,,,handgun
2330, 2 p.m,Super 8 Motel in Killen off U.S. 72 near Shoals Creek,,,
2331,, East Towne Mall , opened fire,,
2332,2:30 a.m.,intersection of Martin Luther King Boulevard and Normandie Avenue,,morning,
2333,,nearby home in the 13400 block of Point Pleasant Drive,,Wednesday morning,
2334,7 a.m. ,35 Buttzville Road,,,
2335,1:50 p.m.,6926 Fifth St. E.,,,
2336,5:30 p.m. ,2900 block of Ironwood Drive,,,pistol 
2337,,Montgomery Townhomes in North Philadelphia,,noon,
2338,,,,early ,
2339,5:48 p.m.,323 Valley Street,four ,evening ,Browning 9mm
2340,2 p.m.,,,,
2341,7 a.m. CST,Grand Casino,,,
2342,10 p.m.,,three ,late night,rifles
2343,11 p.m.,1500 block of Orangeburg Road,,,
2344,,,,,AR-15
2345,,,,,
2346,2 a.m.,4800 block of Knoll Glen Road,,morning,
2347,,Richardson's grandparents home ,,,
2348,8:27 a.m.,first-floor residence at Lindru Gardens Apartments at 711 S Lincoln Ave,one,,handgun
2349,9 p.m.,Oak Tree Gun Club in the 23100 block of Coltrane Avenue,,,
2350,,1600 block of Valeview Court,,evening ,
2351,8:06 p.m.,Motel 6,,night,
2352,7:45 a.m.,,,morning ,
2353,12:45 p.m.,Hunters Lodge Drive,,,handgun
2354,7pm,Windy Shores Drive near Shadow Creek Parkway ,,,
2355,,Rose Hill Community Center,,afternoon,
2356,,Press Bar , three, night,.380-caliber
2357,5.30am,on Facebook Live,,morning,
2358,11:23 p.m,Genesee Street and East Park Avenue,one gunshot,11:23 p.m,
2359,5:48 p.m,323 Valley Street,four,,Browning 9mm
2360, 12:17 PM,6926 Fifth St. E,twice ,,
2361, 1:30 p.m., 1122 Jamacha Lane ,multiple,,
2362,9:20 p.m, home in the 11500 block of Saint Thomas Way,,,
2363,around 2 p.m.,Northwoods Shopping Center at Loop 1604 and Highway 281,,,
2364,,,,,
2365,7 p.m,Swallowfork Avenue,shot Lein and then shot himself.,7 p.m,handgun
2366,9 pm,Pendleton Motel Six,,,
2367,7:45 a.m,900 block of Holliston Mills Road,,a.m,
2368,,Irving Plaza,,,black .9-mm Kel-Tec
2369,4:45 p.m.,Simons Rec Center on the 1600 block of Walnut Lane,eleven shots,,
2370,,Thayer Street just off of Kensington Avenue,,early Sunday morning,
2371,12:45 a.m.,Hathaway Drive,11,,
2372,8 a.m,600-block of West Ashland Avenue,multiple,,
2373,12:35 a.m.,5th Street and Roosevelt Boulevard,multiple,night,
2374,,Cathedral of the Blessed Sacrament ,a bullet,,
2375, 2:45 a.m,Candela\u2019s bar in the Crescentville section,,morning,
2376,,St. Paul suburb,five,night,
2377,1 a.m,outside Bally's Casino on Michigan Avenue,, morning,
2378,,9900 block of Haldeman,shot five times,just before 3 p.m.,
2379,2:55 p.m. ,1000 block of Edgemore Road,,,
2380,,Woodland Manor Apartments,firing twice,5 Thursday morning,
2381,9:15 p.m,Elm and South Van Buren,,,
2382,, Linden and Mitchell avenues,,night ,
2383,1:30 a.m.,800 block of North Madison Street,,,
2384,3:45 a.m,400 block of Delaware Avenue,more than once, morning,
2385,,3rd Street and Greenway Avenue,Six ,,
2386,3:38 a.m.,Danny's Midnight Confessions Adult Book Store at 13th and Sansom streets,once, morning ,"silver revolver, possibly a .38 or .357 with a 4-inch barrel"
2387,4:45 p.m. , 3700 block of North 5th Street in the Hunting Park section,once,,
2388,11:30 p.m,Rising Sun Pizza near Tyson Avenue,multiple,,
2389,3:40 a.m, Sunoco station at Dekalb Pike (U.S. Route 202) and Germantown Pike,,morning,
2390,11 p.m,N Broad and Tioga streets,multiple ,night,
2391,,,,night,
2392,6:00 p.m,2500 block of N Myrtlewood Street ,17,night,
2393,,Oceanside Charter School,The bullet,day,handgun
2394,10:40 p.m., City Avenue Shopping Center at 77th and City Avenue,,night,
2395, 12:30 a.m.,Ludlow Street and Copley Road near Brownies Tavern,four,,22-caliber gun
2396,3 a.m., Inn of the Dove Motel on Route 38,several ,morning,
2397,4 a.m,N Edgewood Street near Vine Street,a gunfire,morning,
2398,2:30 p.m,"5700 block of Park Avenue, in the Fern Rock neighborhood",,afternoon,
2399,,,single shot,,.22 caliber rifle
2400,,Schuylkill Expressway,,evening,pistol
2401,,,once ,,
2402,11:30 p.m.,Rooftop Lounge on the 2800 block of Crescent Boulevard, ten,,
2403,, 2nd and Monroe streets,,dinnertime,
2404,7:15 p.m,6600 block of Hegerman Street,,evening,
2405,10:45 p.m,outside the Dunkin\u2019 Donuts store along Olney Avenue near N Broad Street,,overnight,
2406,,"toll plaza in Dublin Township, 65 miles west of Harrisburg",,morning,
2407,4:05 p.m. ,26th and Toronto streets, three ,,
2408,12:15 a.m.,7th Street and Green Street,seven,morning,
2409,p.m.,6th Street,,,
2410,,55th Street and Cedar Avenue,,afternoon,
2411,11:30 p.m.,200 block of Millick Street ,multiple,night,
2412,11 p.m., 52nd Street near Pine Street,multiple,overnight ,
2413, 1:15 a.m.,Chestnut & Walnut avenues,,overnight,
2414,,University Of Washington,,night ,
2415,,6700 block of South Morgan,,afternoon,
2416, 6:40 p.m.,Crowne Pointe Apartments on Powell Mill Road,,,
2417,1 a.m.,Pennsylvania Solders' & Sailors' Home in the 500 block of East Third Street,,morning, handgun
2418, midnight,300 block of Spruce Run Road,,,
2419,3 a.m. ,Thunderbird Drive,,,
2420,,police precinct,,,
2421,, 1700 block of Fairgrounds Road,,afternoon,
2422, 8:45 p.m,Fredricksburg Avenue in the Sherwood Forest neighborhood,numerous, night,
2423,4:15 p.m,apartment complex on the West Side ,once,,
2424,,near Kay and Moonhill streets,multiple,,
2425,,Rock Haven Drive,,,
2426,4:50 p.m, 500 block of West Martin Luther King Jr. Drive,,afternoon,
2427,9.40pm,Bannum Place halfway house,several,night,
2428,6:37 p.m.,4100 block of South Drexel Avenue,,evening,
2429, 6:28 p.m., West Fifth and North Madison streets,,evening ,
2430,9 p.m., East 142 and Harvard,,evening,
2431,5.30pm,,four,,
2432,4:30 p.m,4800 block of Rosecrans Avenue,,afternoon,handgun
2433,,,,,
2434, 6:55 p.m, 5 near Highway 133 ,,,
2435,,,,,
2436,,,, just before midnight,
2437,,Raahauge Shooting Enterprises ,,,
2438,,sitting in a car,The bullet ,,
2439,9 p.m.,200 block of Yale Avenue,a shot, night,
